run_id	omp	taskset	routine	key	size	iters	subject_ns	migrated_ns
par-omp1	1	0	wtrsv	UTN/x-1	128	200	125885.1	350400.7
par-omp1	1	0	wtrsv	UTN/x-1	256	200	359410.4	1167522.2
par-omp1	1	0	wtrsv	UTN/x-1	512	73	1035550.9	4128305.9
par-omp1	1	0	wtrsv	UTU	128	200	44594.9	331341.9
par-omp1	1	0	wtrsv	UTU	256	200	161546.5	1074781.8
par-omp1	1	0	wtrsv	UTU	512	77	613395.7	3942723.6
par-omp1	1	0	wtrsv	UTU/x2	128	200	117998.4	320754.3
par-omp1	1	0	wtrsv	UTU/x2	256	200	331231.8	1084726.1
par-omp1	1	0	wtrsv	UTU/x2	512	75	970298.6	4001178.4
par-omp1	1	0	wtrsv	UTU/x-1	128	200	117957.8	334976.2
par-omp1	1	0	wtrsv	UTU/x-1	256	200	330981.9	1074737.8
par-omp1	1	0	wtrsv	UTU/x-1	512	76	977291.4	3968246.2
par-omp1	1	0	wtrsv	UCN	128	200	49702.9	374767.6
par-omp1	1	0	wtrsv	UCN	256	200	171869.0	1257753.5
par-omp1	1	0	wtrsv	UCN	512	69	626616.9	4390108.1
par-omp1	1	0	wtrsv	UCN/x2	128	200	137183.8	407208.4
par-omp1	1	0	wtrsv	UCN/x2	256	200	401101.2	1266443.9
par-omp1	1	0	wtrsv	UCN/x2	512	69	1111345.2	4347053.2
par-omp1	1	0	wtrsv	UCN/x-1	128	200	137057.8	372878.5
par-omp1	1	0	wtrsv	UCN/x-1	256	200	392313.3	1238062.3
par-omp1	1	0	wtrsv	UCN/x-1	512	70	1110214.0	4297716.1
par-omp1	1	0	wtrsv	UCU	128	200	44660.0	340767.3
par-omp1	1	0	wtrsv	UCU	256	200	163006.4	1145881.2
par-omp1	1	0	wtrsv	UCU	512	73	626326.2	4138328.6
par-omp1	1	0	wtrsv	UCU/x2	128	200	129421.4	336087.6
par-omp1	1	0	wtrsv	UCU/x2	256	200	358055.0	1173270.5
par-omp1	1	0	wtrsv	UCU/x2	512	72	1053403.0	4213574.1
par-omp1	1	0	wtrsv	UCU/x-1	128	200	128521.4	342099.0
par-omp1	1	0	wtrsv	UCU/x-1	256	200	357592.7	1153998.7
par-omp1	1	0	wtrsv	UCU/x-1	512	73	1056899.8	4139663.9
par-omp1	1	0	wtrsv	LNN	128	200	48525.6	355123.5
par-omp1	1	0	wtrsv	LNN	256	200	172564.2	1156723.1
par-omp1	1	0	wtrsv	LNN	512	73	656500.0	4154328.8
par-omp1	1	0	wtrsv	LNN/x2	128	200	126860.8	349918.4
par-omp1	1	0	wtrsv	LNN/x2	256	200	359940.2	1158030.4
par-omp1	1	0	wtrsv	LNN/x2	512	72	1139777.6	4192463.2
par-omp1	1	0	wtrsv	LNN/x-1	128	200	126618.1	347220.1
par-omp1	1	0	wtrsv	LNN/x-1	256	200	362852.4	1156906.1
par-omp1	1	0	wtrsv	LNN/x-1	512	71	1138592.7	4235484.9
par-omp1	1	0	wtrsv	LNU	128	200	41546.8	313686.1
par-omp1	1	0	wtrsv	LNU	256	200	160225.3	1108020.2
par-omp1	1	0	wtrsv	LNU	512	77	617943.6	3922115.5
par-omp1	1	0	wtrsv	LNU/x2	128	200	116639.5	334537.8
par-omp1	1	0	wtrsv	LNU/x2	256	200	343510.2	1112305.9
par-omp1	1	0	wtrsv	LNU/x2	512	77	1077753.7	3929458.0
par-omp1	1	0	wtrsv	LNU/x-1	128	200	114151.6	333353.2
par-omp1	1	0	wtrsv	LNU/x-1	256	200	337350.7	1097985.0
par-omp1	1	0	wtrsv	LNU/x-1	512	76	1073768.9	3950279.8
par-omp1	1	0	wtrsv	LTN	128	200	48090.3	376958.5
par-omp1	1	0	wtrsv	LTN	256	200	166163.7	1140776.9
par-omp1	1	0	wtrsv	LTN	512	72	620120.0	4205744.4
par-omp1	1	0	wtrsv	LTN/x2	128	200	93564.4	347126.1
par-omp1	1	0	wtrsv	LTN/x2	256	200	265476.9	1123562.7
par-omp1	1	0	wtrsv	LTN/x2	512	75	877248.6	4046687.9
par-omp1	1	0	wtrsv	LTN/x-1	128	200	93466.9	345039.2
par-omp1	1	0	wtrsv	LTN/x-1	256	200	265427.9	1116695.2
par-omp1	1	0	wtrsv	LTN/x-1	512	73	857719.0	4145721.5
par-omp1	1	0	wtrsv	LTU	128	200	42615.4	332730.3
par-omp1	1	0	wtrsv	LTU	256	200	156363.8	1080352.5
par-omp1	1	0	wtrsv	LTU	512	73	601593.8	4125047.6
par-omp1	1	0	wtrsv	LTU/x2	128	200	84311.6	329282.8
par-omp1	1	0	wtrsv	LTU/x2	256	200	247092.6	1100287.8
par-omp1	1	0	wtrsv	LTU/x2	512	76	825013.8	3969510.7
par-omp1	1	0	wtrsv	LTU/x-1	128	200	88010.5	363695.7
par-omp1	1	0	wtrsv	LTU/x-1	256	200	261790.5	1101883.0
par-omp1	1	0	wtrsv	LTU/x-1	512	77	855209.5	3909631.0
par-omp1	1	0	wtrsv	LCN	128	200	49719.7	383350.5
par-omp1	1	0	wtrsv	LCN	256	200	169628.4	1251722.0
par-omp1	1	0	wtrsv	LCN	512	68	652274.2	4417748.2
par-omp1	1	0	wtrsv	LCN/x2	128	200	99296.1	364540.8
par-omp1	1	0	wtrsv	LCN/x2	256	200	297944.0	1202643.6
par-omp1	1	0	wtrsv	LCN/x2	512	68	1034768.5	4466989.8
par-omp1	1	0	wtrsv	LCN/x-1	128	200	99294.0	362858.4
par-omp1	1	0	wtrsv	LCN/x-1	256	200	299832.8	1201161.4
par-omp1	1	0	wtrsv	LCN/x-1	512	68	1055683.1	4472153.6
par-omp1	1	0	wtrsv	LCU	128	200	45628.8	335728.8
