routine	key	size	epopenblas-omp1	epopenblas-omp4	parallel-blas-omp1	parallel-blas-omp4	migrated-serial	mig_par_omp1	mig_par_omp4	mig_ep_omp1	mig_ep_omp4
esyr2k	UN	512	3.0839	6.4912	2.8502	7.8843	1.8585	1.8585	1.8743	1.8724	1.8560
esyr2k	UT	64	2.8242	2.0350	2.6039	1.8193	2.8198	2.8198	2.7218	2.8672	2.6608
esyr2k	UT	128	3.0255	3.1139	2.5534	2.4900	2.6253	2.6253	2.7365	2.7155	2.4968
esyr2k	UT	256	3.0292	6.0779	2.6428	2.5193	2.7184	2.7184	2.8131	2.6343	2.5947
esyr2k	UT	512	3.1483	6.7577	2.5487	2.6358	2.6911	2.6911	2.7243	2.7365	2.7022
esyrk	LN	64	2.5974	2.7810	2.6145	3.2987	1.1751	1.1751	1.1255	1.1731	1.0933
esyrk	LN	128	2.9199	4.1893	2.8674	6.0194	1.2099	1.2099	1.2133	1.2032	1.1824
esyrk	LN	256	3.0772	6.1672	3.0258	8.4112	1.2199	1.2199	1.1923	1.2192	1.2009
esyrk	LN	512	3.0949	6.6974	3.1009	10.8431	1.2517	1.2517	1.2163	1.2467	1.1710
esyrk	LT	64	2.6657	2.2297	2.5834	3.5687	2.3242	2.3242	2.1430	2.3182	2.1471
esyrk	LT	128	2.9424	2.8403	2.8194	5.9042	2.1862	2.1862	2.1155	2.1540	1.9015
esyrk	LT	256	3.0361	5.1059	3.0755	8.3108	2.1724	2.1724	2.0883	2.1603	2.0246
esyrk	LT	512	3.1503	6.7427	3.1303	10.9140	2.1454	2.1454	2.1339	2.1719	2.1326
esyrk	UN	64	2.5212	3.2062	2.0058	4.3505	1.1055	1.1055	1.1069	1.1284	1.1161
esyrk	UN	128	2.8257	3.9899	2.8211	6.3668	1.1921	1.1921	1.1592	1.1791	1.1601
esyrk	UN	256	2.9100	6.2304	3.0104	9.1143	1.2075	1.2075	1.2051	1.2315	1.1804
esyrk	UN	512	3.1766	6.7350	3.0939	10.8704	1.2690	1.2690	1.2398	1.2490	1.2342
esyrk	UT	64	2.5865	3.1355	2.5209	2.9968	2.2685	2.2685	2.1940	2.2522	2.1739
esyrk	UT	128	2.9957	4.5143	2.8214	6.3751	2.1461	2.1461	2.0865	2.1953	2.0706
esyrk	UT	256	2.9967	6.2840	3.0102	9.1079	2.1806	2.1806	2.0774	2.1205	2.1107
esyrk	UT	512	3.1157	6.7204	3.1043	10.9180	2.1607	2.1607	2.1301	2.1333	2.1556
etbmv	LNN	128	1.0591	0.9876	1.1674	1.1670	1.2196	1.2196	1.1892	1.2209	1.1411
etbmv	LNN	256	1.0344	0.7399	1.1407	1.1378	1.1808	1.1808	1.1733	1.1779	1.1088
etbmv	LNN	512	1.0133	1.1412	1.1267	1.1064	1.1691	1.1691	1.1704	1.1434	1.0911
etbmv	LNN	1024	1.0168	1.4229	1.0388	1.1211	1.1638	1.1638	1.1053	1.1619	1.0859
etbmv	LNN/x-1	128	1.0598	0.9908	1.0693	1.0322	1.0374	1.0374	1.0375	1.0375	0.9718
etbmv	LNN/x-1	256	1.0354	0.6614	0.9572	1.0247	0.9654	0.9654	1.0144	1.0143	0.9465
etbmv	LNN/x-1	512	0.9276	1.0095	1.0162	1.0206	1.0023	1.0023	1.0023	0.9446	0.9351
etbmv	LNN/x-1	1024	1.0171	1.2886	1.0176	1.0153	0.9839	0.9839	0.9968	0.9967	0.9315
etbmv	LNN/x2	128	1.0587	0.9901	1.0692	0.9993	1.0373	1.0373	1.0395	1.0017	0.9696
etbmv	LNN/x2	256	1.0348	0.7176	1.0427	1.0443	1.0137	1.0137	1.0138	1.0148	0.9468
etbmv	LNN/x2	512	1.0149	1.0174	1.0253	1.0280	0.9354	0.9354	0.9839	0.9917	0.9343
etbmv	LNN/x2	1024	1.0161	1.2784	1.0172	1.0185	0.9917	0.9917	0.9793	0.9959	0.9307
etbmv	LNU	128	1.1148	1.0422	1.2442	1.2447	1.2482	1.2482	1.3029	1.3061	1.2180
etbmv	LNU	256	1.0869	0.7732	1.1876	1.2133	1.2463	1.2463	1.2556	1.2673	1.1837
etbmv	LNU	512	1.0634	1.1336	1.1729	1.1985	1.2201	1.2201	1.2471	1.2467	1.1632
etbmv	LNU	1024	1.0622	1.4604	1.0774	1.1790	1.1842	1.1842	1.2343	1.2333	1.1582
etbmv	LNU/x-1	128	1.1074	1.0348	1.1399	1.0384	1.0901	1.0901	1.0343	1.0901	1.0192
etbmv	LNU/x-1	256	1.0794	0.7100	1.1020	1.0616	1.0654	1.0654	1.0365	1.0465	0.9382
etbmv	LNU/x-1	512	1.0322	0.9687	1.0785	1.0598	1.0507	1.0507	1.0506	0.9443	0.9805
etbmv	LNU/x-1	1024	1.0596	1.2858	1.0719	1.0767	1.0355	1.0355	0.9687	0.9923	0.9762
etbmv	LNU/x2	128	1.1107	1.0335	1.1401	1.1423	1.0926	1.0926	1.0895	1.0514	1.0189
etbmv	LNU/x2	256	1.0813	0.7227	1.1047	1.0839	1.0643	1.0643	0.9753	1.0637	0.9928
etbmv	LNU/x2	512	1.0535	0.9678	0.9903	0.9906	0.9751	0.9751	0.9745	1.0490	0.9784
etbmv	LNU/x2	1024	0.9978	1.2567	1.0761	1.0510	1.0433	1.0433	0.9574	1.0271	0.9751
etbmv	LTN	128	2.4370	2.4113	2.6386	2.5097	2.5923	2.5923	2.5973	2.2376	2.3715
etbmv	LTN	256	2.3976	0.8487	2.5749	2.5660	2.5355	2.5355	2.5384	2.5782	2.2686
etbmv	LTN	512	2.5500	1.2692	2.5207	2.4319	2.5008	2.5008	2.4674	2.5251	2.2297
etbmv	LTN	1024	2.4387	1.6808	2.3939	2.4004	2.3551	2.3551	2.3625	2.4206	2.1448
etbmv	LTN/x-1	128	2.4581	2.2645	2.4656	2.4345	2.4451	2.4451	2.4594	2.4611	2.2545
etbmv	LTN/x-1	256	2.4016	0.7707	2.3067	2.3063	2.3922	2.3922	2.3994	2.3992	2.1717
etbmv	LTN/x-1	512	2.3055	1.1319	2.3586	2.3669	2.2644	2.2644	2.3808	2.3596	2.1311
etbmv	LTN/x-1	1024	2.2418	1.4581	2.1499	2.2382	2.2530	2.2530	2.2362	2.2730	1.9833
etbmv	LTN/x2	128	2.4561	2.2282	2.4668	2.4416	2.4392	2.4392	2.4566	2.4449	2.2403
etbmv	LTN/x2	256	2.4014	0.7744	2.3126	2.2990	2.3007	2.3007	2.3921	2.3990	2.1617
etbmv	LTN/x2	512	2.3372	1.0975	2.2962	2.3518	2.3485	2.3485	2.3572	2.3489	2.1135
etbmv	LTN/x2	1024	2.2518	1.4644	2.2365	2.2124	2.2287	2.2287	2.2372	2.2587	2.0376
etbmv	LTU	128	2.6932	2.4585	2.6711	2.5520	2.6562	2.6562	2.5704	2.7038	2.4580
etbmv	LTU	256	2.6525	0.8182	2.5979	2.6047	2.6015	2.6015	2.6308	2.6355	2.3278
etbmv	LTU	512	2.5981	1.2812	2.4508	2.5210	2.5627	2.5627	2.6139	2.5361	2.2803
etbmv	LTU	1024	2.4648	1.7029	2.4354	2.0411	2.4113	2.4113	2.3629	2.4845	2.1997
etbmv	LTU/x-1	128	2.4791	2.2873	2.5010	2.4073	2.4991	2.4991	2.4043	2.5203	2.2952
etbmv	LTU/x-1	256	2.4290	0.7380	2.4504	2.3505	2.4504	2.4504	2.3451	2.4577	2.1940
etbmv	LTU/x-1	512	2.3360	1.1000	2.4122	2.3142	2.4168	2.4168	2.3235	2.4147	2.1798
etbmv	LTU/x-1	1024	2.2886	1.4908	2.0919	2.1966	2.1135	2.1135	2.2056	2.3026	2.0501
etbmv	LTU/x2	128	2.4995	2.2643	2.5024	2.3908	2.4978	2.4978	2.3841	2.5140	2.2936
etbmv	LTU/x2	256	2.4077	0.7692	2.3506	2.3429	2.4437	2.4437	2.3323	2.4578	2.2116
etbmv	LTU/x2	512	2.3651	1.1649	2.3914	2.3001	2.3767	2.3767	2.3065	2.4116	2.1656
etbmv	LTU/x2	1024	2.2752	1.5322	2.2629	2.1844	2.2518	2.2518	2.1934	2.3122	2.0824
etbmv	UNN	128	1.0524	1.0527	1.0937	1.0723	1.1318	1.1318	1.1494	1.1231	1.1449
etbmv	UNN	256	1.0208	0.8007	1.0678	1.0518	1.0997	1.0997	1.1543	1.1075	1.1056
etbmv	UNN	512	1.0149	1.2316	1.0555	1.0404	1.0928	1.0928	1.0984	1.0880	1.0929
etbmv	UNN	1024	1.0077	1.5789	1.0510	1.0567	1.0866	1.0866	1.1090	1.1034	1.0869
etbmv	UNN/x-1	128	1.0549	0.9982	0.9878	1.0079	1.0143	1.0143	1.0388	1.0612	1.0421
etbmv	UNN/x-1	256	1.0254	0.7887	0.9602	0.9822	0.9906	0.9906	1.0127	1.0375	0.9884
etbmv	UNN/x-1	512	1.0138	1.0224	0.9480	0.9708	0.9809	0.9809	1.0026	1.0270	0.9780
etbmv	UNN/x-1	1024	1.0064	1.3756	0.9427	0.9648	0.9739	0.9739	0.9966	1.0191	0.9782
etbmv	UNN/x2	128	0.8062	1.0072	0.9846	0.9828	1.0165	1.0165	1.0111	0.9883	1.0122
etbmv	UNN/x2	256	1.0100	0.6954	0.9587	0.9877	0.9751	0.9751	1.0248	0.9989	0.9899
etbmv	UNN/x2	512	1.0137	1.0179	0.9463	1.0114	0.9778	0.9778	1.0379	1.0239	0.9700
etbmv	UNN/x2	1024	0.9521	1.3036	0.9425	1.0008	0.9732	0.9732	1.0014	1.0178	0.9542
etbmv	UNU	128	1.1291	1.1462	1.1659	1.1929	1.2227	1.2227	1.2471	1.2751	1.1738
etbmv	UNU	256	1.1295	0.8965	1.1245	1.1642	1.1791	1.1791	1.2083	1.2367	1.1819
etbmv	UNU	512	1.0738	1.2664	1.1235	1.1491	1.1647	1.1647	1.1925	1.2199	1.1643
etbmv	UNU	1024	1.0819	1.5922	1.1169	1.1436	1.1586	1.1586	1.1859	1.1860	1.1588
etbmv	UNU/x-1	128	1.0893	1.0615	1.0515	1.0757	1.0753	1.0753	1.0755	1.0997	1.0754
etbmv	UNU/x-1	256	1.0553	0.6789	1.0706	1.0460	1.1245	1.1245	1.0728	1.0744	1.0501
etbmv	UNU/x-1	512	1.0415	1.1238	1.0786	1.0148	1.1106	1.1106	1.0582	1.0626	1.0374
etbmv	UNU/x-1	1024	1.0345	1.3615	1.0722	1.0416	1.0973	1.0973	1.1016	1.0536	1.0293
etbmv	UNU/x2	128	1.0855	1.0641	1.0515	1.0741	1.0755	1.0755	1.1033	1.0991	1.0750
etbmv	UNU/x2	256	1.0568	0.7519	1.0250	1.0489	1.0521	1.0521	1.0740	1.0764	1.0486
etbmv	UNU/x2	512	1.0407	1.1059	1.0056	1.0301	1.0359	1.0359	1.0599	1.0453	1.0357
etbmv	UNU/x2	1024	1.0341	1.3537	0.9982	1.0117	1.0288	1.0288	1.0517	1.0529	1.0288
etbmv	UTN	128	1.9784	1.9277	2.5008	2.5281	2.4773	2.4773	2.4616	2.3891	2.2490
etbmv	UTN	256	1.9381	0.9593	2.4557	2.4548	2.4155	2.4155	2.4145	2.3140	2.1581
etbmv	UTN	512	1.9064	1.2380	2.3868	2.4273	2.3315	2.3315	2.3828	2.2225	2.0843
etbmv	UTN	1024	1.8580	1.7588	2.1987	2.1960	2.1482	2.1482	2.1663	2.1014	1.9780
etbmv	UTN/x-1	128	1.8839	1.8504	2.3427	2.3297	2.3421	2.3421	1.4249	2.2414	2.1543
etbmv	UTN/x-1	256	1.8393	0.7457	2.2736	2.0402	2.2877	2.2877	2.1456	2.1830	2.0946
etbmv	UTN/x-1	512	1.8681	1.1183	2.2120	2.1025	2.1687	2.1687	2.1539	2.1467	2.0030
etbmv	UTN/x-1	1024	1.8457	1.4982	2.0284	1.9137	2.0365	2.0365	1.9515	2.0820	1.9317
etbmv	UTN/x2	128	1.8930	1.8418	2.3245	2.3315	2.3270	2.3270	2.3310	2.2093	2.1660
etbmv	UTN/x2	256	1.8392	0.8668	2.2731	2.2693	2.2847	2.2847	2.2806	2.1787	2.0938
etbmv	UTN/x2	512	1.7919	1.1724	2.1740	2.1957	2.2230	2.2230	2.1558	2.0551	1.9504
etbmv	UTN/x2	1024	1.7583	1.4812	2.0123	2.0247	1.9823	1.9823	2.0382	1.9712	1.9125
etbmv	UTU	128	2.0861	1.9400	2.5961	2.2426	2.5492	2.5492	2.5025	2.5459	2.2858
etbmv	UTU	256	2.0231	0.8215	2.5074	2.3228	2.4499	2.4499	2.2850	2.4622	2.1886
etbmv	UTU	512	1.9884	1.2648	2.4188	2.3117	2.3791	2.3791	2.2832	2.3523	2.0952
etbmv	UTU	1024	1.9599	1.8194	2.2377	2.1523	2.2075	2.2075	2.1751	2.2445	2.0322
etbmv	UTU/x-1	128	2.0554	1.9210	2.4031	2.4046	2.3918	2.3918	2.2172	2.4092	2.2340
etbmv	UTU/x-1	256	1.9722	0.8949	2.3386	2.3372	2.3398	2.3398	2.3445	2.3387	2.1619
etbmv	UTU/x-1	512	1.6054	1.1845	2.2760	2.3111	2.2361	2.2361	2.2686	2.0137	2.0669
etbmv	UTU/x-1	1024	1.8664	1.4876	2.0972	1.9995	2.1034	2.1034	2.1093	2.1324	1.9757
etbmv	UTU/x2	128	2.0247	1.8943	2.3865	2.3851	2.4081	2.4081	2.4107	2.4049	2.2337
etbmv	UTU/x2	256	1.9988	0.8886	2.3350	2.2437	2.3363	2.3363	2.3333	2.2480	2.1591
etbmv	UTU/x2	512	1.9204	1.2598	2.2340	2.2402	2.1986	2.1986	2.2477	2.2089	2.0183
etbmv	UTU/x2	1024	1.8817	1.4987	2.0812	2.0764	2.0566	2.0566	2.0817	2.1119	1.9658
etbsv	LNN	128	1.2231	1.2207	1.1494	1.2032	1.1557	1.1557	1.2133	1.0024	1.2075
etbsv	LNN	256	1.1897	1.1632	1.1229	1.1736	1.1289	1.1289	1.1545	1.1573	1.1780
etbsv	LNN	512	0.5381	0.5556	0.5281	0.5517	0.5301	0.5301	0.5535	0.5397	0.5320
etbsv	LNN	1024	0.0232	0.0236	0.0236	0.0235	0.0236	0.0236	0.0225	0.0234	0.0233
etbsv	LNN/x-1	128	1.0687	1.0714	1.0756	1.0756	1.0345	1.0345	1.0723	1.0734	1.0725
etbsv	LNN/x-1	256	1.0415	1.0415	1.0469	1.0472	1.0460	1.0460	1.0449	1.0436	1.0322
etbsv	LNN/x-1	512	0.4643	0.4643	0.4659	0.4460	0.4669	0.4669	0.4550	0.4669	0.4443
etbsv	LNN/x-1	1024	0.0239	0.0236	0.0236	0.0236	0.0235	0.0235	0.0237	0.0232	0.0237
etbsv	LNN/x2	128	0.9976	1.0703	1.0744	0.8841	1.0727	1.0727	1.0240	1.0170	1.0725
etbsv	LNN/x2	256	0.9943	1.0396	1.0471	0.9516	1.0206	1.0206	0.9994	1.0461	1.0431
etbsv	LNN/x2	512	0.4640	0.4615	0.4572	0.4469	0.4565	0.4565	0.4464	0.4610	0.4630
etbsv	LNN/x2	1024	0.0230	0.0233	0.0233	0.0228	0.0235	0.0235	0.0234	0.0235	0.0235
etbsv	LNU	128	1.2846	1.1862	1.2490	1.3101	1.2602	1.2602	1.3172	1.3173	1.1928
etbsv	LNU	256	1.2342	1.1729	1.2071	1.2721	1.2217	1.2217	1.2797	1.2777	1.2688
etbsv	LNU	512	0.1178	0.1163	0.1132	0.1177	0.1134	0.1134	0.1165	0.1135	0.1168
etbsv	LNU	1024	0.0224	0.0225	0.0225	0.0221	0.0222	0.0222	0.0222	0.0226	0.0225
etbsv	LNU/x-1	128	1.1336	1.1083	1.1357	1.0901	1.1276	1.1276	1.0470	1.1059	1.0773
etbsv	LNU/x-1	256	1.1023	1.0766	0.9287	1.1018	1.0551	1.0551	1.0959	1.0743	1.0444
etbsv	LNU/x-1	512	0.1078	0.1049	0.1094	0.1091	0.1098	0.1098	0.1105	0.0623	0.1072
etbsv	LNU/x-1	1024	0.0132	0.0223	0.0224	0.0221	0.0222	0.0222	0.0224	0.0129	0.0222
etbsv	LNU/x2	128	1.1586	1.1589	1.1078	1.1079	1.1024	1.1024	1.1059	1.1272	1.1302
etbsv	LNU/x2	256	1.1252	1.1267	1.0766	1.0779	1.0733	1.0733	1.0722	1.0581	1.0954
etbsv	LNU/x2	512	0.1084	0.1112	0.1089	0.1092	0.1097	0.1097	0.1085	0.1097	0.1096
etbsv	LNU/x2	1024	0.0219	0.0221	0.0222	0.0224	0.0224	0.0224	0.0223	0.0216	0.0220
etbsv	LTN	128	1.4723	2.3527	2.2991	2.2456	2.2498	2.2498	2.2171	2.2014	2.1091
etbsv	LTN	256	2.2431	2.2860	2.1576	2.1890	2.1974	2.1974	2.0765	2.1437	2.2217
etbsv	LTN	512	0.4982	0.5038	0.5040	0.5016	0.5005	0.5005	0.4937	0.4972	0.4926
etbsv	LTN	1024	0.0243	0.0242	0.0249	0.0247	0.0248	0.0248	0.0245	0.0242	0.0244
etbsv	LTN/x-1	128	2.2549	2.2044	2.1260	2.1311	2.0317	2.0317	2.0076	2.0212	1.8048
etbsv	LTN/x-1	256	2.1882	2.1379	2.0766	2.0580	1.9774	1.9774	1.8311	1.9766	1.9337
etbsv	LTN/x-1	512	0.5357	0.5363	0.5357	0.5214	0.5355	0.5355	0.5393	0.5352	0.5167
etbsv	LTN/x-1	1024	0.0248	0.0250	0.0248	0.0246	0.0246	0.0246	0.0247	0.0249	0.0249
etbsv	LTN/x2	128	2.1561	2.0964	2.1384	2.0772	2.0210	2.0210	1.8339	1.9255	1.8997
etbsv	LTN/x2	256	2.0559	2.0331	2.0035	2.0123	1.9768	1.9768	1.9167	1.8902	1.8349
etbsv	LTN/x2	512	0.4803	0.4648	0.4931	0.4823	0.4884	0.4884	0.4771	0.4825	0.4550
etbsv	LTN/x2	1024	0.0243	0.0247	0.0246	0.0248	0.0246	0.0246	0.0247	0.0246	0.0246
etbsv	LTU	128	2.5893	2.5708	2.4445	2.4697	2.3824	2.3824	2.4418	2.4751	2.4897
etbsv	LTU	256	2.5136	2.5048	2.3816	2.4074	2.3279	2.3279	2.3770	2.4316	2.4352
etbsv	LTU	512	0.1192	0.1188	0.1154	0.1189	0.1141	0.1141	0.1188	0.1182	0.1189
etbsv	LTU	1024	0.0236	0.0235	0.0235	0.0230	0.0234	0.0234	0.0234	0.0236	0.0235
etbsv	LTU/x-1	128	2.2969	2.3178	2.2981	2.2782	2.1899	2.1899	2.1682	2.2075	2.0923
etbsv	LTU/x-1	256	2.3530	2.2510	2.1891	2.2113	2.1092	2.1092	2.1189	2.1384	2.0522
etbsv	LTU/x-1	512	0.1210	0.1159	0.1174	0.1204	0.1202	0.1202	0.1203	0.1195	0.1171
etbsv	LTU/x-1	1024	0.0232	0.0234	0.0235	0.0233	0.0234	0.0234	0.0236	0.0236	0.0232
etbsv	LTU/x2	128	2.3652	2.4209	2.2280	2.0962	2.1514	2.1514	2.1749	2.1517	2.0409
etbsv	LTU/x2	256	2.3090	2.3317	2.1819	2.2063	2.0924	2.0924	2.1141	2.0919	2.1229
etbsv	LTU/x2	512	0.1156	0.1175	0.1162	0.1159	0.1183	0.1183	0.1139	0.1143	0.1154
etbsv	LTU/x2	1024	0.0236	0.0232	0.0231	0.0231	0.0235	0.0235	0.0231	0.0235	0.0231
etbsv	UNN	128	1.0241	1.1207	1.1106	1.1954	1.1125	1.1125	1.1465	1.1601	1.1070
etbsv	UNN	256	0.8911	1.0517	1.0986	1.1042	1.0743	1.0743	1.0987	1.0953	1.1024
etbsv	UNN	512	0.9377	0.9675	1.0200	1.0126	1.0304	1.0304	1.0427	1.0534	0.9425
etbsv	UNN	1024	0.0224	0.0222	0.0222	0.0226	0.0227	0.0227	0.0228	0.0224	0.0223
etbsv	UNN/x-1	128	1.1049	1.1017	1.0593	1.0608	1.0664	1.0664	1.0689	1.0661	1.0662
etbsv	UNN/x-1	256	1.0725	1.0523	1.0330	1.0340	1.0399	1.0399	1.0387	0.9992	1.0225
etbsv	UNN/x-1	512	0.9844	1.0414	1.0061	0.9971	1.0127	1.0127	1.0120	0.9938	1.0101
etbsv	UNN/x-1	1024	0.0227	0.0223	0.0227	0.0228	0.0207	0.0207	0.0224	0.0226	0.0228
etbsv	UNN/x2	128	1.1010	1.1007	1.0634	1.0634	1.0645	1.0645	1.0662	1.0664	1.0687
etbsv	UNN/x2	256	1.0701	1.0541	1.0220	1.0328	1.0206	1.0206	1.0387	1.0386	1.0383
etbsv	UNN/x2	512	1.0410	1.0346	1.0065	1.0074	1.0121	1.0121	1.0123	0.9958	1.0120
etbsv	UNN/x2	1024	0.0222	0.0225	0.0228	0.0220	0.0225	0.0225	0.0227	0.0226	0.0227
etbsv	UNU	128	1.1105	1.0891	1.2705	1.2705	1.2287	1.2287	1.2827	1.2296	1.1970
etbsv	UNU	256	1.0778	1.0442	0.3795	1.2307	1.2255	1.2255	1.2508	1.1941	1.2020
etbsv	UNU	512	0.1478	0.1546	0.0782	0.1474	0.0726	0.0726	0.1471	0.1519	0.1570
etbsv	UNU	1024	0.0217	0.0217	0.0112	0.0211	0.0128	0.0128	0.0214	0.0218	0.0215
etbsv	UNU/x-1	128	1.1474	1.1470	1.1119	0.9680	1.1566	1.1566	1.1593	1.1548	1.1562
etbsv	UNU/x-1	256	1.1079	1.1122	1.0833	0.9450	1.1250	1.1250	1.1243	1.1026	1.1248
etbsv	UNU/x-1	512	0.1584	0.1584	0.1555	0.1489	0.1623	0.1623	0.1574	0.1620	0.1592
etbsv	UNU/x-1	1024	0.0217	0.0216	0.0218	0.0213	0.0218	0.0218	0.0215	0.0216	0.0213
etbsv	UNU/x2	128	1.1445	1.1456	0.9951	0.7373	1.1564	1.1564	1.0895	1.1563	1.1560
etbsv	UNU/x2	256	1.1118	1.0901	1.0057	0.9956	1.1233	1.1233	1.0640	1.1235	1.1248
etbsv	UNU/x2	512	0.1603	0.1605	0.1569	0.1553	0.1627	0.1627	0.1596	0.1587	0.1616
etbsv	UNU/x2	1024	0.0213	0.0216	0.0217	0.0214	0.0216	0.0216	0.0215	0.0218	0.0218
etbsv	UTN	128	2.5019	2.3393	2.2247	2.1444	2.1923	2.1923	2.2824	2.3229	2.1217
etbsv	UTN	256	2.4375	2.2608	2.1641	2.2471	2.1531	2.1531	2.1984	2.2614	2.1084
etbsv	UTN	512	2.2363	2.0667	1.9989	1.9804	1.9949	1.9949	2.0799	2.0944	1.9475
etbsv	UTN	1024	0.0238	0.0238	0.0240	0.0239	0.0241	0.0241	0.0240	0.0238	0.0237
etbsv	UTN/x-1	128	2.3626	2.3708	2.2075	2.1858	1.4374	1.4374	1.6934	1.7001	1.6907
etbsv	UTN/x-1	256	2.3040	2.3068	2.1467	2.0087	1.6530	1.6530	1.4037	1.6526	1.5774
etbsv	UTN/x-1	512	1.8095	1.7948	1.7151	1.6767	1.3779	1.3779	1.3799	1.3645	1.3752
etbsv	UTN/x-1	1024	0.0241	0.0237	0.0237	0.0239	0.0237	0.0237	0.0239	0.0236	0.0239
etbsv	UTN/x2	128	2.3590	2.3719	2.2062	2.1849	1.6940	1.6940	1.6992	1.7020	1.6911
etbsv	UTN/x2	256	2.2986	1.9555	2.1449	2.1228	1.6538	1.6538	1.5672	1.6545	1.6040
etbsv	UTN/x2	512	2.0811	2.0970	1.9833	1.9040	1.3380	1.3380	1.5492	1.5134	1.5167
etbsv	UTN/x2	1024	0.0238	0.0241	0.0239	0.0239	0.0236	0.0236	0.0238	0.0238	0.0240
etbsv	UTU	128	2.4893	2.6248	2.6238	2.5185	2.5876	2.5876	2.5222	2.5038	2.6142
etbsv	UTU	256	2.4471	2.5519	2.5465	2.4469	2.4960	2.4960	2.4513	2.4431	2.5605
etbsv	UTU	512	0.1566	0.1605	0.1602	0.1596	0.1597	0.1597	0.1591	0.1605	0.1586
etbsv	UTU	1024	0.0230	0.0230	0.0225	0.0229	0.0226	0.0226	0.0228	0.0228	0.0226
etbsv	UTU/x-1	128	2.4674	2.5223	2.2178	2.1096	1.8000	1.8000	1.6502	1.7596	1.7852
etbsv	UTU/x-1	256	2.4095	2.4666	2.3376	2.1198	1.7506	1.7506	1.6857	1.7128	1.7479
etbsv	UTU/x-1	512	0.1415	0.1493	0.1488	0.1504	0.1451	0.1451	0.1444	0.1379	0.1408
etbsv	UTU/x-1	1024	0.0226	0.0227	0.0228	0.0227	0.0225	0.0225	0.0227	0.0225	0.0228
etbsv	UTU/x2	128	2.5379	2.5393	2.3947	2.3868	1.7984	1.7984	1.6859	1.7894	1.7923
etbsv	UTU/x2	256	2.4625	2.4701	2.2470	2.2268	1.7008	1.7008	1.6943	1.7491	1.7419
etbsv	UTU/x2	512	0.1585	0.1588	0.1585	0.1569	0.1546	0.1546	0.1541	0.1558	0.1549
etbsv	UTU/x2	1024	0.0225	0.0225	0.0227	0.0227	0.0226	0.0226	0.0225	0.0225	0.0226
etpmv	LNN	128	1.0840	1.3150	1.0654	1.0415	1.0750	1.0750	1.0756	1.0680	1.0022
etpmv	LNN	256	1.1017	1.9000	1.0940	1.1045	1.0966	1.0966	1.0991	1.1013	1.0589
etpmv	LNN	512	1.1191	3.6990	1.1042	1.1041	1.1173	1.1173	1.1251	1.1126	1.0994
etpmv	LNN	1024	1.0927	4.2622	1.0899	1.1121	1.0928	1.0928	1.0736	1.1078	1.0551
etpmv	LNN/x-1	128	1.0805	1.1629	1.0749	1.0521	1.0639	1.0639	1.0529	1.0645	0.9951
etpmv	LNN/x-1	256	1.0962	1.8850	1.1124	1.0887	1.1128	1.1128	1.0907	1.1014	1.0917
etpmv	LNN/x-1	512	1.1251	3.7135	1.1258	1.1263	1.1124	1.1124	1.1183	1.1233	1.0533
etpmv	LNN/x-1	1024	1.1027	4.2532	1.1014	1.0945	1.1124	1.1124	1.0958	1.0985	1.0446
etpmv	LNN/x2	128	1.0800	1.2707	1.0651	1.0231	1.0735	1.0735	1.0288	1.0756	1.0215
etpmv	LNN/x2	256	1.1114	1.9758	1.0926	1.0688	1.0928	1.0928	1.1112	1.1076	1.0653
etpmv	LNN/x2	512	1.1118	3.7092	1.1199	1.1233	1.1148	1.1148	1.1136	1.1144	1.0927
etpmv	LNN/x2	1024	1.1029	4.1895	1.0769	1.1061	1.0953	1.0953	1.0884	1.0972	1.0531
etpmv	LNU	128	1.1009	1.1574	1.0891	1.0899	1.0814	1.0814	1.0925	1.0932	1.0182
etpmv	LNU	256	1.0951	1.8657	1.1084	1.0487	1.1157	1.1157	1.1159	1.0896	1.0301
etpmv	LNU	512	1.1102	3.4954	1.0824	1.1095	1.1129	1.1129	1.1111	1.0997	1.0554
etpmv	LNU	1024	1.0981	4.3154	1.0666	1.0907	1.1145	1.1145	1.1085	1.1101	1.0406
etpmv	LNU/x-1	128	1.0949	1.2822	1.0868	1.0645	1.0858	1.0858	1.0635	1.0864	1.0345
etpmv	LNU/x-1	256	1.0802	2.0137	1.0676	1.0967	1.0473	1.0473	1.0952	1.0616	1.0815
etpmv	LNU/x-1	512	1.1329	3.7263	1.0562	1.1208	1.0985	1.0985	1.1030	1.1101	1.0721
etpmv	LNU/x-1	1024	1.1040	4.2718	1.1122	1.1080	1.1122	1.1122	1.1159	1.0738	1.0809
etpmv	LNU/x2	128	1.0951	1.2581	1.0534	1.0883	1.0850	1.0850	1.0836	1.0553	0.9868
etpmv	LNU/x2	256	1.1212	1.9479	1.0718	1.0991	1.0868	1.0868	1.1137	1.0841	1.0517
etpmv	LNU/x2	512	1.0768	1.7474	1.1291	1.1216	1.1233	1.1233	1.1003	1.1055	1.0657
etpmv	LNU/x2	1024	1.1031	2.8401	1.1117	1.0781	1.0947	1.0947	1.0958	1.0967	0.9908
etpmv	LTN	128	2.1911	1.5942	2.1888	2.2047	2.2219	2.2219	2.2418	2.1880	2.0053
