routine	key	size	epopenblas-omp1	epopenblas-omp4	parallel-blas-omp1	parallel-blas-omp4	migrated-serial	mig_par_omp1	mig_par_omp4	mig_ep_omp1	mig_ep_omp4
yescal	-	16384	2.1369	5.1749	2.1357	2.1742	2.1403	2.1403	2.2205	2.1352	2.1760
yescal	-	65536	2.2362	5.4572	2.1866	2.2176	2.1848	2.1848	2.2196	2.2578	2.1322
ygbmv	C	128	3.0291	2.8228	2.6678	3.6769	2.8183	2.8183	2.7764	2.8973	2.7011
ygbmv	C	256	2.9201	2.7397	2.6807	5.1313	2.7262	2.7262	2.7099	2.8013	2.6129
ygbmv	C	512	2.7445	5.0657	2.6656	6.6201	2.6934	2.6934	2.6086	2.7401	2.4712
ygbmv	C	1024	2.8381	6.0745	2.6796	7.3992	2.6168	2.6168	2.6322	2.7003	2.5475
ygbmv	C/x-1	128	3.0249	2.8244	2.9812	2.8880	2.8975	2.8975	2.7721	2.8924	2.7105
ygbmv	C/x-1	256	2.9331	2.7357	2.8846	2.8014	2.8040	2.8040	2.6797	2.7178	2.6173
ygbmv	C/x-1	512	2.8607	5.0522	2.8054	2.7520	2.6330	2.6330	2.6186	2.7451	2.5676
ygbmv	C/x-1	1024	2.8461	5.7412	2.7760	2.7179	2.6667	2.6667	2.5971	2.7207	2.5349
ygbmv	C/x-1/y-1	128	3.0206	2.8954	2.8573	2.9483	2.7716	2.7716	2.7809	2.9037	2.7079
ygbmv	C/x-1/y-1	256	2.8749	2.8028	2.9266	2.8341	2.8070	2.8070	2.6645	2.6375	2.5716
ygbmv	C/x-1/y-1	512	2.7285	5.0360	2.8668	2.7122	2.7306	2.7306	2.6350	2.6999	2.5276
ygbmv	C/x-1/y-1	1024	2.6500	5.4610	2.7969	2.7324	2.6981	2.6981	2.6159	2.6679	2.5067
ygbmv	C/x-1/y2	128	3.0279	2.8293	2.9430	2.7109	2.8379	2.8379	2.7070	2.9030	2.7105
ygbmv	C/x-1/y2	256	2.7118	2.7303	2.8599	2.4379	2.7313	2.7313	2.5836	2.6710	2.6349
ygbmv	C/x-1/y2	512	2.8673	4.7784	2.7627	2.6646	2.6905	2.6905	2.6191	2.7332	2.5902
ygbmv	C/x-1/y2	1024	2.8505	5.8188	2.7894	2.6652	2.6520	2.6520	2.6069	2.7230	2.5432
ygbmv	C/x2	128	3.0300	2.7805	3.0217	2.4591	2.8966	2.8966	2.6491	2.8430	2.7103
ygbmv	C/x2	256	2.9028	2.5449	2.9332	2.7332	2.8042	2.8042	2.6604	2.7600	2.5514
ygbmv	C/x2	512	2.8388	4.8107	2.8707	2.7419	2.7415	2.7415	2.5767	2.7432	2.5695
ygbmv	C/x2	1024	2.7855	5.2876	2.8159	2.4305	2.6562	2.6562	2.5920	2.6358	2.5514
ygbmv	C/x2/y-1	128	3.0294	2.8289	2.9454	2.8810	2.8410	2.8410	2.7753	2.6669	2.7092
ygbmv	C/x2/y-1	256	2.9333	2.7353	2.8605	2.7937	2.7457	2.7457	2.6781	2.7876	2.6157
ygbmv	C/x2/y-1	512	2.8631	4.7037	2.8155	2.7461	2.5947	2.5947	2.6297	2.7419	2.5666
ygbmv	C/x2/y-1	1024	2.8395	5.8461	2.7776	2.6454	2.7208	2.7208	2.5770	2.7234	2.5510
ygbmv	C/x2/y2	128	3.0269	2.8249	2.5650	2.7628	2.2302	2.2302	2.7152	2.8981	2.7117
ygbmv	C/x2/y2	256	2.9325	2.7374	2.8612	2.7075	2.7430	2.7430	2.5408	2.7997	2.6118
ygbmv	C/x2/y2	512	2.7430	5.0686	2.8038	2.6594	2.6874	2.6874	2.6099	2.7338	2.5685
ygbmv	C/x2/y2	1024	2.8512	5.7674	2.7383	2.7361	2.6442	2.6442	2.5687	2.7218	2.5490
ygbmv	C/y-1	128	3.0160	2.8289	3.0114	2.8796	2.8850	2.8850	2.7479	2.8280	2.7004
ygbmv	C/y-1	256	2.6278	2.5489	2.9266	2.7882	2.7969	2.7969	2.6640	2.7149	2.6090
ygbmv	C/y-1	512	2.7417	5.0321	2.8443	2.8163	2.7390	2.7390	2.6843	2.7462	2.5630
ygbmv	C/y-1	1024	2.8534	6.2299	2.7772	2.8364	2.7012	2.7012	2.3909	2.7123	2.5463
ygbmv	C/y2	128	3.0294	2.4509	2.8494	2.9481	2.6911	2.6911	2.8120	2.8979	2.6497
ygbmv	C/y2	256	2.8701	2.7272	2.8719	2.7835	2.7973	2.7973	2.6616	2.7993	2.6098
ygbmv	C/y2	512	2.8651	5.1303	2.8699	2.7107	2.7385	2.7385	2.5854	2.7468	2.5547
ygbmv	C/y2	1024	2.8615	6.2092	2.8202	2.7293	2.7235	2.7235	2.6039	2.7012	2.5456
ygbmv	N	128	2.0126	2.0294	2.0163	2.0319	2.0309	2.0309	2.0375	2.0483	2.0443
ygbmv	N	256	1.9717	1.9677	1.9601	2.0210	1.9722	1.9722	2.0343	1.9799	1.9740
ygbmv	N	512	2.0181	4.4685	1.9380	2.0486	1.9491	1.9491	2.0724	2.0401	1.9914
ygbmv	N	1024	2.0198	4.9253	1.9266	2.0204	1.9788	1.9788	2.0014	2.0263	1.9227
ygbmv	N/x-1	128	2.1535	2.0308	2.1461	2.1208	2.1546	2.1546	2.1274	2.1756	2.0338
ygbmv	N/x-1	256	1.9565	1.9734	2.1088	2.0631	2.1037	2.1037	2.0692	2.1160	1.9766
ygbmv	N/x-1	512	2.0589	4.4585	2.0444	2.0337	2.0630	2.0630	2.0404	2.0773	1.9378
ygbmv	N/x-1	1024	2.0287	4.8185	2.0522	1.9361	2.0630	2.0630	1.9781	2.0700	1.9369
ygbmv	N/x-1/y-1	128	2.2932	2.1444	2.2690	2.1544	2.2615	2.2615	2.1508	2.3032	2.1510
ygbmv	N/x-1/y-1	256	2.2287	2.0829	2.2394	2.0907	2.2276	2.2276	2.0896	2.2378	2.0929
ygbmv	N/x-1/y-1	512	2.1384	4.5264	2.1830	2.0688	2.2042	2.2042	2.1859	2.0927	2.0620
ygbmv	N/x-1/y-1	1024	2.1075	4.7228	2.1693	2.1426	2.0919	2.0919	2.1674	2.0807	2.0510
ygbmv	N/x-1/y2	128	2.2954	2.1439	2.3030	2.3052	2.3001	2.3001	2.3002	2.2809	2.1522
ygbmv	N/x-1/y2	256	2.2261	2.0823	2.2247	2.2190	2.2170	2.2170	2.2371	2.2377	2.0928
ygbmv	N/x-1/y2	512	2.1540	4.1183	2.2001	2.2004	2.1392	2.1392	2.1405	2.1938	2.0635
ygbmv	N/x-1/y2	1024	2.1178	4.9633	2.1747	2.0484	2.1440	2.1440	2.0479	2.1782	2.0513
ygbmv	N/x2	128	2.1728	2.0389	2.1661	2.1209	2.1506	2.1506	2.1295	1.7065	2.0805
ygbmv	N/x2	256	2.0718	2.0164	2.1086	2.0632	2.1150	2.1150	2.0692	2.0691	1.7814
ygbmv	N/x2	512	2.0359	4.1423	2.0675	2.0350	2.0433	2.0433	2.0410	2.0349	1.9741
ygbmv	N/x2	1024	2.0208	4.9554	2.0602	2.0159	2.0556	2.0556	2.0704	1.9961	1.9737
ygbmv	N/x2/y-1	128	2.2959	2.1442	2.2369	2.2842	2.2539	2.2539	2.3011	2.3039	2.1518
ygbmv	N/x2/y-1	256	2.2088	2.0465	2.2184	2.2301	2.2336	2.2336	2.1579	2.2026	2.0921
ygbmv	N/x2/y-1	512	2.1695	4.3446	2.1650	2.1139	2.1270	2.1270	2.1235	2.1807	2.0630
ygbmv	N/x2/y-1	1024	2.1689	4.6946	2.1699	2.1043	2.1606	2.1606	2.1451	2.1725	2.0475
ygbmv	N/x2/y2	128	2.1997	2.1940	2.3038	2.3052	2.2974	2.2974	2.3020	2.2915	2.2017
ygbmv	N/x2/y2	256	2.1516	2.0961	2.1163	2.2299	2.2369	2.2369	2.2171	2.1505	2.0919
ygbmv	N/x2/y2	512	2.1782	4.3037	2.1304	2.1957	2.1525	2.1525	2.1541	2.1945	2.0627
ygbmv	N/x2/y2	1024	2.1742	4.9037	2.1812	2.1809	2.1628	2.1628	2.1906	2.1797	2.0421
ygbmv	N/y-1	128	2.2895	2.1451	2.2819	2.0918	2.3010	2.3010	2.1597	2.3030	2.1519
ygbmv	N/y-1	256	2.2177	2.0830	2.2348	2.2410	2.2276	2.2276	2.2384	2.2390	2.0918
ygbmv	N/y-1	512	2.1936	4.4395	2.2000	2.1213	2.1935	2.1935	2.1855	2.1895	2.0636
ygbmv	N/y-1	1024	2.1297	4.8765	2.1372	2.1770	2.1736	2.1736	2.1192	2.1078	2.0512
ygbmv	N/y2	128	2.2452	2.1442	2.1928	2.2541	2.1966	2.1966	2.2494	2.2378	2.1517
ygbmv	N/y2	256	2.1406	2.0816	2.1291	2.1908	2.1394	2.1394	2.1892	2.2051	2.0922
ygbmv	N/y2	512	2.1814	4.3207	2.1097	2.1599	2.1071	2.1071	2.1304	2.1896	2.0631
ygbmv	N/y2	1024	2.1597	5.0047	2.1714	2.1438	2.1740	2.1740	2.1268	2.1508	2.0510
ygbmv	T	128	3.0611	2.9146	2.7099	3.5724	3.0988	3.0988	3.0908	3.1835	3.0361
ygbmv	T	256	2.9530	2.8070	2.4867	5.5986	3.0169	3.0169	3.0708	3.0926	2.9466
ygbmv	T	512	2.7775	5.2917	2.9132	7.2682	2.9655	2.9655	3.0588	3.0205	2.8949
ygbmv	T	1024	2.8730	6.3939	2.9267	8.0798	2.9377	2.9377	2.9278	3.0150	2.8598
ygbmv	T/x-1	128	3.1097	3.0082	3.1824	3.1824	3.3188	3.3188	3.2926	3.2663	3.1220
ygbmv	T/x-1	256	2.9920	2.8648	3.0704	3.0293	3.1993	3.1993	3.2331	3.1603	3.0017
ygbmv	T/x-1	512	2.8194	5.2114	2.9262	2.9951	3.1538	3.1538	3.1698	3.0814	2.9267
ygbmv	T/x-1	1024	2.8656	5.9857	2.8633	2.8964	3.0978	3.0978	3.1239	3.1304	2.9129
ygbmv	T/x-1/y-1	128	3.1803	2.9649	3.1669	3.1785	2.9157	2.9157	3.2060	3.3322	3.1107
ygbmv	T/x-1/y-1	256	3.0380	2.8514	3.0460	2.8207	3.1998	3.1998	2.9796	3.2282	3.0099
ygbmv	T/x-1/y-1	512	2.9718	5.1307	2.8124	2.8231	3.0893	3.0893	3.0824	3.0261	2.9289
ygbmv	T/x-1/y-1	1024	2.9653	5.9647	2.8888	2.7904	3.0485	3.0485	3.0725	3.1257	2.9188
ygbmv	T/x-1/y2	128	3.1831	3.0121	3.1245	3.1661	3.3190	3.3190	3.3422	3.2890	3.1194
ygbmv	T/x-1/y2	256	2.6941	2.8634	3.0593	3.0390	3.2080	3.2080	3.2118	3.2305	3.0012
ygbmv	T/x-1/y2	512	2.9816	4.9634	2.9779	2.9971	3.0980	3.0980	3.1566	3.1593	2.9281
ygbmv	T/x-1/y2	1024	2.9557	5.8378	2.8801	2.9681	3.0489	3.0489	3.1403	3.1273	2.9097
ygbmv	T/x2	128	3.1661	2.9646	3.1796	3.0421	3.3396	3.3396	3.1922	3.3065	3.1083
ygbmv	T/x2	256	3.0316	2.8515	3.0272	2.9300	3.2428	3.2428	3.0958	3.2377	3.0139
ygbmv	T/x2	512	2.8614	5.0717	2.9641	2.9714	3.1423	3.1423	2.9083	3.1181	2.9339
ygbmv	T/x2	1024	2.9601	5.8112	2.9689	2.9036	3.1405	3.1405	3.0756	3.1362	2.9182
ygbmv	T/x2/y-1	128	3.1077	3.0333	3.1706	3.1042	3.3428	3.3428	3.2683	3.2597	3.1901
ygbmv	T/x2/y-1	256	2.9891	2.9137	3.0615	2.9885	3.2394	3.2394	3.1443	3.1552	3.0861
ygbmv	T/x2/y-1	512	2.9196	5.0347	2.9820	2.8692	3.1652	3.1652	3.0957	3.0848	2.9469
ygbmv	T/x2/y-1	1024	2.8871	5.6113	2.9640	2.8946	3.1414	3.1414	3.1095	3.0247	2.9372
ygbmv	T/x2/y2	128	3.1778	2.9648	3.1460	3.1110	3.3370	3.3370	3.3305	3.3419	3.1185
ygbmv	T/x2/y2	256	3.0602	2.8540	3.0621	3.0322	3.2407	3.2407	3.1027	3.2368	3.0204
ygbmv	T/x2/y2	512	2.9612	5.2771	2.9732	2.9515	2.9716	2.9716	3.1628	2.9992	2.8839
ygbmv	T/x2/y2	1024	2.8551	5.6641	2.9295	2.8853	3.0669	3.0669	3.0805	2.8513	2.9873
ygbmv	T/y-1	128	3.1315	2.9783	3.1658	3.0252	3.2454	3.2454	3.1118	3.2528	3.0858
ygbmv	T/y-1	256	3.0000	2.8740	2.9744	2.9122	3.1631	3.1631	3.0205	3.1330	3.0227
ygbmv	T/y-1	512	2.8920	5.5335	2.9587	2.8509	3.1027	3.1027	2.9670	3.1013	2.9118
ygbmv	T/y-1	1024	2.9311	6.4524	2.9581	2.8319	3.0482	3.0482	2.9371	3.0633	2.8626
ygbmv	T/y2	128	3.0918	2.9247	3.0286	3.0282	3.1014	3.1014	3.1105	3.2536	3.0361
ygbmv	T/y2	256	2.9194	2.8193	2.9222	2.9144	3.0238	3.0238	3.0196	3.1397	2.9750
ygbmv	T/y2	512	2.9285	5.4486	2.8514	2.8547	2.9864	2.9864	2.9691	3.1013	2.9031
ygbmv	T/y2	1024	2.8981	6.4301	2.8324	2.7745	3.0504	3.0504	2.9085	3.0717	2.9132
ygemm	CN	64	2.1831	6.6936	2.9373	8.2426	2.9563	2.9563	2.8380	2.9069	2.8342
ygemm	CN	128	2.3261	8.3562	2.8871	9.9164	2.9481	2.9481	2.7724	2.9381	2.8753
ygemm	CN	256	2.3785	8.6993	2.9361	10.8727	2.9685	2.9685	2.9004	2.9521	2.8840
ygemm	CN	512	2.3782	8.8887	2.8741	10.5903	2.8698	2.8698	2.8363	2.8432	2.8325
ygemm	NC	64	2.2761	6.5214	2.7018	7.6326	2.5020	2.5020	2.4121	2.4829	2.4122
ygemm	NC	128	2.3584	8.3448	2.6877	9.5708	2.4834	2.4834	2.4784	2.4828	2.4480
ygemm	NC	256	2.3641	8.7484	2.6828	9.9866	2.4835	2.4835	2.4797	2.5026	2.4596
ygemm	NC	512	1.4985	8.8675	2.6278	9.6536	2.4599	2.4599	2.4097	1.8137	2.4322
ygemm	NN	64	2.1314	5.8585	2.5374	7.8635	2.4199	2.4199	2.4271	2.4190	2.4299
ygemm	NN	128	2.3257	8.4093	2.6124	9.4869	2.5799	2.5799	2.5118	2.5922	2.4763
ygemm	NN	256	2.3746	8.7458	2.6686	10.0100	2.5921	2.5921	2.5657	2.6267	2.5708
ygemm	NN	512	2.3592	8.8933	2.6448	9.9045	2.6015	2.6015	2.5557	2.5832	2.5536
ygemm	NT	64	2.3010	6.2563	2.5861	7.6904	2.4146	2.4146	2.4052	2.4919	2.3959
ygemm	NT	128	2.2839	8.4175	2.6604	9.5048	2.5010	2.5010	2.4353	2.4138	2.4875
ygemm	NT	256	2.3731	8.7314	2.7205	9.9684	2.5162	2.5162	2.4804	2.5304	2.4302
ygemm	NT	512	2.3742	8.8691	2.6294	9.6308	2.4111	2.4111	2.3904	2.4233	2.4254
ygemm	TN	64	2.1215	6.9920	3.1321	8.6453	2.9978	2.9978	3.0735	3.1376	2.9826
ygemm	TN	128	2.3590	8.3553	3.1189	11.0671	3.1819	3.1819	3.0491	3.1305	3.1182
ygemm	TN	256	2.3092	8.6871	3.1756	11.7571	3.1300	3.1300	3.1408	3.2070	3.1095
ygemm	TN	512	2.3841	8.8885	2.9802	11.2586	2.9492	2.9492	3.0189	3.0384	3.0369
ygemm	TT	64	2.2123	7.1475	2.7965	9.0067	2.8925	2.8925	2.8326	3.0490	2.9176
ygemm	TT	128	2.3227	8.3647	2.0687	7.7314	2.1626	2.1626	2.2352	2.2585	2.1887
ygemm	TT	256	2.3771	8.7318	2.1390	7.6698	2.1991	2.1991	2.1417	2.1946	2.1821
ygemm	TT	512	2.3684	8.8852	2.0469	7.0367	2.0565	2.0565	2.0902	2.0923	2.1041
ygemmtr	LCC	64	2.6630	2.6630	2.7863	6.8227	2.7632	2.7632	2.7455	2.7857	2.7381
ygemmtr	LCC	128	2.0443	2.1611	2.1309	7.3060	2.1553	2.1553	2.0401	2.1341	2.1999
ygemmtr	LCC	256	2.0577	2.2321	2.0255	7.7075	2.1254	2.1254	2.1540	2.1176	2.1776
ygemmtr	LCC	512	2.0163	2.1590	2.0639	7.7206	2.0847	2.0847	2.0715	2.0407	2.1604
ygemmtr	LCN	64	2.8178	2.8244	2.9045	7.1342	2.9222	2.9222	2.7054	2.8578	2.8566
ygemmtr	LCN	128	2.8229	3.8810	2.9172	9.9922	2.8575	2.8575	2.9128	2.9046	2.7615
ygemmtr	LCN	256	2.9396	8.1903	2.9252	10.9553	2.8602	2.8602	2.8810	2.9368	2.8612
ygemmtr	LCN	512	2.8913	10.2624	2.9081	10.9722	2.9085	2.9085	2.8393	2.9235	2.8887
ygemmtr	LCT	64	2.6668	2.8236	2.6742	7.0221	2.7524	2.7524	2.7600	2.6584	2.8654
ygemmtr	LCT	128	2.0966	2.2283	2.0899	6.9169	2.1329	2.1329	2.0444	2.1272	2.2368
ygemmtr	LCT	256	2.1099	2.2131	2.0787	7.7767	2.1192	2.1192	2.1157	2.0933	2.2050
ygemmtr	LCT	512	2.0698	2.1719	2.0346	7.6814	2.0555	2.0555	2.0875	2.0375	2.1598
ygemmtr	LNC	64	1.9477	1.9651	2.3760	6.3115	2.5117	2.5117	2.4789	2.5152	2.5832
ygemmtr	LNC	128	2.0127	1.9950	2.5500	8.8485	2.5601	2.5601	2.5347	2.5173	2.6453
ygemmtr	LNC	256	2.0694	2.0605	2.6004	9.5905	2.6535	2.6535	2.6194	2.6755	2.6784
ygemmtr	LNC	512	2.0006	2.0010	2.5275	9.4009	2.6201	2.6201	2.5856	2.5834	2.6040
ygemmtr	LNN	64	1.9403	1.9695	2.5654	6.2600	2.5057	2.5057	2.3514	2.4887	2.4235
ygemmtr	LNN	128	2.0429	3.1259	2.6689	9.1349	2.5383	2.5383	2.5165	2.5629	2.5812
ygemmtr	LNN	256	2.0694	5.6266	2.6511	9.9239	2.5843	2.5843	2.5337	2.6046	2.5451
ygemmtr	LNN	512	2.0700	6.5209	2.6440	9.9447	2.5752	2.5752	2.5166	2.5835	2.5025
ygemmtr	LNT	64	2.0264	2.0025	2.4534	6.4764	2.4938	2.4938	2.3951	2.5686	2.4982
ygemmtr	LNT	128	2.0741	2.0485	2.6384	9.4599	2.5318	2.5318	2.6249	2.6241	2.6331
ygemmtr	LNT	256	2.0761	2.0642	2.7081	10.3584	2.6640	2.6640	2.6767	2.6570	2.6536
ygemmtr	LNT	512	2.0062	2.0082	2.6813	10.1010	2.5848	2.5848	2.5923	2.6003	2.6050
ygemmtr	LTC	64	2.8663	2.9735	2.9006	8.4660	2.9030	2.9030	2.6282	2.7412	2.8523
ygemmtr	LTC	128	1.1554	2.1511	2.1142	7.5032	2.1240	2.1240	2.0336	1.1035	2.0973
ygemmtr	LTC	256	1.8284	2.1602	2.0985	7.7938	2.0876	2.0876	2.0674	2.0974	2.1273
ygemmtr	LTC	512	2.1217	2.2129	2.0717	7.7073	2.0468	2.0468	2.0666	2.0380	2.1594
ygemmtr	LTN	64	3.0668	3.1021	3.1553	6.1721	3.1778	3.1778	2.8838	2.9772	3.1763
ygemmtr	LTN	128	3.0892	4.3592	3.1788	10.3174	3.1677	3.1677	3.1141	3.1389	3.0297
ygemmtr	LTN	256	3.1597	8.7183	3.1144	11.8921	3.2319	3.2319	3.1248	3.2020	3.1081
ygemmtr	LTN	512	3.1682	11.0553	3.1494	11.8294	3.0817	3.0817	3.1544	3.1690	3.1268
ygemmtr	LTT	64	3.0357	2.7891	2.7708	6.5045	2.7742	2.7742	2.9700	3.0920	2.8257
ygemmtr	LTT	128	2.1740	2.1910	2.0844	7.5994	2.1615	2.1615	2.2475	2.2095	2.1947
ygemmtr	LTT	256	2.1476	2.1566	2.1397	7.9702	2.1744	2.1744	2.2454	2.1786	2.1691
ygemmtr	LTT	512	2.1287	2.1542	2.1336	7.9237	2.1550	2.1550	2.1471	1.4668	2.1628
ygemmtr	UCC	64	2.5245	2.6651	2.7437	7.8050	2.7603	2.7603	2.6006	2.7984	2.5644
ygemmtr	UCC	128	2.1263	2.1300	2.1430	7.7346	2.1296	2.1296	2.0503	2.1484	2.1544
ygemmtr	UCC	256	2.1126	2.1960	2.0816	7.7709	2.1066	2.1066	2.1401	2.1165	2.2058
ygemmtr	UCC	512	2.0715	2.1761	2.0583	7.7961	2.0363	2.0363	2.0965	2.0640	2.1745
ygemmtr	UCN	64	2.8837	2.7232	2.9050	7.3037	2.8973	2.8973	2.7260	2.9200	2.7951
ygemmtr	UCN	128	2.9193	4.2941	2.9272	10.0762	2.9334	2.9334	2.7599	2.8597	2.8188
ygemmtr	UCN	256	2.8950	8.2626	2.9589	10.8422	2.8920	2.8920	2.8845	2.8896	2.8688
ygemmtr	UCN	512	2.9170	10.3065	2.8654	10.9030	2.9069	2.9069	2.8690	2.8953	2.8822
ygemmtr	UCT	64	2.7443	2.7239	2.8446	6.7334	2.9102	2.9102	2.7216	2.6984	2.7153
ygemmtr	UCT	128	2.1138	2.2443	2.1104	7.0847	2.1237	2.1237	2.0513	2.1274	2.2278
ygemmtr	UCT	256	2.0564	2.2106	2.0737	6.3597	2.0996	2.0996	2.0641	2.0799	2.1863
ygemmtr	UCT	512	2.0930	2.2015	2.0494	7.7143	2.0457	2.0457	2.0529	2.0707	2.1479
ygemmtr	UNC	64	1.9933	1.9517	2.5177	6.1331	2.5816	2.5816	2.4258	2.5704	2.5254
ygemmtr	UNC	128	2.0336	2.0176	2.5786	8.7580	2.5771	2.5771	2.6066	2.6407	2.6531
ygemmtr	UNC	256	2.0521	2.0588	2.5802	9.5992	2.6872	2.6872	2.6748	2.6370	2.6616
ygemmtr	UNC	512	1.9869	1.9882	2.5675	9.4025	2.6190	2.6190	2.5684	2.6029	2.5901
ygemmtr	UNN	64	1.9262	1.9033	2.4730	6.2086	2.3820	2.3820	2.3331	2.3579	2.3451
ygemmtr	UNN	128	2.0419	3.1892	2.5548	9.3012	2.4559	2.4559	2.4180	2.4350	2.4791
ygemmtr	UNN	256	2.0815	5.4455	2.6817	9.9225	2.5723	2.5723	2.5260	2.5968	2.5450
ygemmtr	UNN	512	2.0674	6.7450	2.6398	10.0204	2.5653	2.5653	2.5676	2.5683	2.5578
ygemmtr	UNT	64	2.0132	1.9179	2.6926	6.0019	2.5765	2.5765	2.4252	2.5386	2.5614
ygemmtr	UNT	128	2.0345	2.0521	2.7613	9.3888	2.5862	2.5862	2.5328	2.5944	2.5482
ygemmtr	UNT	256	2.0838	2.0808	2.7815	10.1767	2.6696	2.6696	2.6304	2.6682	2.6973
ygemmtr	UNT	512	2.0169	2.0234	2.6915	10.0605	2.6164	2.6164	2.5771	2.6140	2.6168
ygemmtr	UTC	64	2.7567	2.7155	2.3870	6.5882	2.3759	2.3759	2.6542	2.7024	2.6444
ygemmtr	UTC	128	2.1648	2.1803	2.0822	7.1040	2.0899	2.0899	2.0863	2.1048	2.1241
ygemmtr	UTC	256	2.1681	2.2302	2.1162	7.6984	2.0874	2.0874	2.0982	2.1104	2.1904
ygemmtr	UTC	512	2.1491	2.2394	2.0688	7.7621	2.0571	2.0571	2.0903	2.0540	2.1734
ygemmtr	UTN	64	3.0697	3.0725	3.0674	8.1959	3.0260	3.0260	2.9714	3.1074	3.1081
ygemmtr	UTN	128	3.0497	4.4699	3.1194	10.4652	2.9455	2.9455	3.1096	3.1391	3.0339
ygemmtr	UTN	256	3.1899	8.8369	3.2162	11.7807	3.2015	3.2015	3.1374	3.1983	3.0951
ygemmtr	UTN	512	3.1950	11.0601	3.1839	11.8299	3.1688	3.1688	3.0827	3.1635	3.0894
ygemmtr	UTT	64	2.7346	2.9572	3.1097	6.8686	2.9637	2.9637	2.9918	2.6513	2.4093
ygemmtr	UTT	128	2.2352	2.3254	2.1513	7.6516	2.2092	2.2092	2.1668	2.1696	2.2888
ygemmtr	UTT	256	2.2011	2.3036	2.1795	7.9882	2.1587	2.1587	2.2341	2.1814	2.3223
ygemmtr	UTT	512	2.1326	2.2620	2.1047	7.9700	2.1410	2.1410	2.1974	2.1625	2.2277
ygemv	C	128	2.8665	7.1157	2.7589	7.1432	2.7526	2.7526	2.8030	2.8829	2.8607
ygemv	C	256	2.9235	8.9689	2.9759	9.2015	2.9566	2.9566	2.8548	2.9179	2.8861
ygemv	C	512	2.8920	10.5705	2.8942	10.3534	2.8870	2.8870	2.7358	2.7662	2.8195
ygemv	C	1024	2.4469	8.6873	2.4375	8.7833	2.4412	2.4412	2.4165	2.4610	2.4226
ygemv	C	2048	2.4527	7.7546	2.4262	7.7895	2.4187	2.4187	2.3860	2.4405	2.3877
ygemv	C/x-1	128	2.8819	2.8500	2.8947	2.9663	2.8654	2.8654	2.9397	2.9228	2.8863
ygemv	C/x-1	256	2.7768	2.9699	2.9256	3.0353	2.8331	2.8331	2.8857	2.8980	2.9482
ygemv	C/x-1	512	2.8977	2.9133	2.9421	2.8764	2.8946	2.8946	2.8774	2.8387	2.8395
ygemv	C/x-1	1024	2.4268	2.4301	2.4662	2.4595	2.4183	2.4183	2.4545	2.4195	2.4382
ygemv	C/x-1	2048	2.4203	2.4393	2.4418	2.4259	2.4380	2.4380	2.3637	2.4165	2.4326
ygemv	C/x-1/y-1	128	2.9326	2.8822	2.9797	2.9523	2.9362	2.9362	2.9394	2.9363	2.8776
ygemv	C/x-1/y-1	256	2.9099	2.8807	2.9973	3.0411	2.9616	2.9616	2.9814	2.9607	2.9037
ygemv	C/x-1/y-1	512	2.8505	2.9050	2.8885	2.9028	2.8929	2.8929	2.8314	2.8743	2.9051
ygemv	C/x-1/y-1	1024	2.4553	2.4484	2.4236	2.4446	2.4371	2.4371	2.4542	2.4600	2.4306
ygemv	C/x-1/y-1	2048	2.4160	2.4386	2.4453	2.4447	2.4191	2.4191	2.3995	2.4036	2.4439
ygemv	C/x-1/y2	128	2.9406	2.7956	2.8582	2.9330	2.8903	2.8903	2.8813	2.9306	2.9421
ygemv	C/x-1/y2	256	2.9712	2.9514	2.9815	2.9979	2.9344	2.9344	2.9557	2.9735	2.9303
ygemv	C/x-1/y2	512	2.8212	2.8196	2.9086	2.8376	2.8868	2.8868	2.7981	2.8831	2.7695
ygemv	C/x-1/y2	1024	2.4492	2.4520	2.4470	2.4417	2.4196	2.4196	2.4494	2.4312	2.4287
ygemv	C/x-1/y2	2048	2.3990	2.4201	2.4320	2.4556	2.4188	2.4188	2.4226	2.4083	2.4165
ygemv	C/x2	128	2.7899	2.9207	2.9317	2.9674	2.7708	2.7708	2.9260	2.8111	2.9089
ygemv	C/x2	256	2.8827	2.9346	2.9493	2.9650	2.9476	2.9476	2.8937	2.8879	2.8993
ygemv	C/x2	512	2.8156	2.8651	2.9455	2.8619	2.8946	2.8946	2.8626	2.8320	2.9098
ygemv	C/x2	1024	2.4034	2.4209	2.4654	2.4375	2.4418	2.4418	2.4232	2.3782	2.4418
ygemv	C/x2	2048	2.4270	2.4290	1.8774	2.3686	1.4180	1.4180	2.3833	2.3888	2.4291
ygemv	C/x2/y-1	128	2.8683	2.9401	2.8532	2.9504	2.9042	2.9042	2.9425	2.6293	2.9356
ygemv	C/x2/y-1	256	2.8748	2.9383	2.9952	2.9126	2.9756	2.9756	2.9198	2.9189	2.9522
ygemv	C/x2/y-1	512	2.8496	2.8620	2.8478	2.8092	2.8392	2.8392	2.8645	2.8212	2.8627
ygemv	C/x2/y-1	1024	2.4373	2.4505	2.4551	2.4473	2.4285	2.4285	2.4138	2.4368	2.4484
ygemv	C/x2/y-1	2048	2.4056	2.4021	2.4353	2.3294	2.4216	2.4216	2.3826	2.4064	2.3995
